symbol,ex_date,record_date,purpose,face_value,series
ORIENTHOT,23-Jul-2026,23-Jul-2026,Dividend - Rs 0.65 Per Share,1,EQ
PRECAM,23-Jul-2026,23-Jul-2026,Dividend - Re 1 Per Share,10,EQ
PAUSHAKLTD,23-Jul-2026,23-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
BEPL,23-Jul-2026,23-Jul-2026,Interim Dividend - Re 1 Per Share,1,EQ
BHAGCHEM,23-Jul-2026,23-Jul-2026,Dividend - Re 0.15  Per Share,1,EQ
ESABINDIA,23-Jul-2026,23-Jul-2026,Dividend - Rs 25 Per Share,10,EQ
OBEROIRLTY,23-Jul-2026,23-Jul-2026,Interim Dividend - Rs 2 Per Share,10,EQ
MENONBE,22-Jul-2026,22-Jul-2026,Interim Dividend - Rs 2 Per Share,1,EQ
THANGAMAYL,22-Jul-2026,22-Jul-2026,Dividend - Rs 18 Per Share,10,EQ
TRIVENI,22-Jul-2026,22-Jul-2026,Demerger,1,EQ
SARLAPOLY,22-Jul-2026,22-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
RAMRAT,22-Jul-2026,22-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
ABSLAMC,22-Jul-2026,22-Jul-2026,Dividend - Rs 25.50 Per Share,5,EQ
HEG,22-Jul-2026,22-Jul-2026,Dividend - Rs 3.40 Per Share,2,EQ
COSMOFIRST,22-Jul-2026,22-Jul-2026,Dividend - Rs 4 Per Share,10,EQ
HAWKINCOOK,22-Jul-2026,22-Jul-2026,Dividend - Rs 140 Per Share,10,EQ
CHOLAFIN,21-Jul-2026,21-Jul-2026,Dividend - Re 0.70 Per Share,2,EQ
ANGELONE,21-Jul-2026,21-Jul-2026,Interim Dividend - Re 1 Per Share,1,EQ
LXCHEM,21-Jul-2026,21-Jul-2026,Dividend - Rs 0.30 Per Share,2,EQ
INDOBORAX,21-Jul-2026,21-Jul-2026,Dividend - Rs 10 Per Share/Special Dividend - Rs 30 Per Share,1,EQ
POCL,21-Jul-2026,21-Jul-2026,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share,2,EQ
KSOLVES,21-Jul-2026,21-Jul-2026,Interim Dividend - Rs 4 Per Share,5,EQ
RAINBOW,21-Jul-2026,21-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
JARO,21-Jul-2026,21-Jul-2026,Dividend - Rs 3 Per Share,10,EQ
PSB,21-Jul-2026,21-Jul-2026,Dividend - Re 0.39 Per Share,10,EQ
KPRMILL,20-Jul-2026,20-Jul-2026,Dividend - Rs 2.50 Per Share,1,EQ
SHRIPISTON,20-Jul-2026,20-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
GRAPHITE,20-Jul-2026,20-Jul-2026,Dividend - Rs 7 Per Share,2,EQ
HAPPYFORGE,20-Jul-2026,20-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
743GS2076,20-Jul-2026,20-Jul-2026,Interest Payment,100,GS
FAIRCHEMOR,20-Jul-2026,20-Jul-2026,Dividend - Re 1 Per Share,10,EQ
CPPLUS,20-Jul-2026,20-Jul-2026,Dividend - Rs 1.64 Per Share,1,EQ
NELCAST,20-Jul-2026,20-Jul-2026,Dividend - Re 0.70 Per Share,2,EQ
NESCO,20-Jul-2026,20-Jul-2026,Dividend - Rs 7 Per Share,2,EQ
POKARNA,20-Jul-2026,20-Jul-2026,Dividend - Re 0.60 Per Share,2,EQ
NDRAUTO,20-Jul-2026,20-Jul-2026,Dividend - Rs 4 Per Share,10,EQ
UPL,17-Jul-2026,17-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
ZENSARTECH,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.60 Per Share,2,EQ
ZYDUSWELL,17-Jul-2026,17-Jul-2026,Dividend - Re 1.20 Per Share,2,EQ
SHANTIGEAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
SHREECEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 70 Per Share,10,EQ
UNIENTER,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.50 Per Share,2,EQ
MAGADSUGAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
HAPPSTMNDS,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.65 Per Share,2,EQ
HCLTECH,17-Jul-2026,17-Jul-2026,Interim Dividend - Rs 12 Per Share,2,EQ
GLOBAL,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.50 Per Share,2,EQ
MRF,17-Jul-2026,17-Jul-2026,Dividend - Rs 229 Per Share,10,EQ
LMW,17-Jul-2026,17-Jul-2026,Dividend - Rs 35 Per Share,10,EQ
WABAG,17-Jul-2026,17-Jul-2026,Dividend - Rs 5 Per Sh,2,EQ
WENDT,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
TCI,17-Jul-2026,17-Jul-2026,Dividend - Re 1 Per Share,2,EQ
SAFARI,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
GCSL,17-Jul-2026,17-Jul-2026,Dividend - Re 0.70 Per Share,10,EQ
LUPIN,17-Jul-2026,17-Jul-2026,Dividend - Rs 18 Per Share,2,EQ
SONATSOFTW,17-Jul-2026,17-Jul-2026,Dividend - Rs 4.15 Per Share,1,EQ
SOMATEX,17-Jul-2026,17-Jul-2026,Dividend - Re 0.50  Per Share,10,EQ
TTKHLTCARE,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
BIKAJI,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.25 Per Share,1,EQ
SYMPHONY,17-Jul-2026,17-Jul-2026,Dividend - Rs 5 Per Share,2,EQ
SURYODAY,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
SUNDRMBRAK,17-Jul-2026,17-Jul-2026,Dividend - Re 0.65 Per Share,10,EQ
SUMICHEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.30 Per Share,10,EQ
JUBLFOOD,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.20 Per Share,2,EQ
VEEDOL,17-Jul-2026,17-Jul-2026,Dividend - Rs 22 Per Share,2,EQ
ELGIEQUIP,17-Jul-2026,17-Jul-2026,Dividend - Rs 2.70 Per Share,1,EQ
DABUR,17-Jul-2026,17-Jul-2026,Dividend - Rs 5.50 Per Share,1,EQ
INDIANHUME,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share/Special Dividend - Rs 3 Per Share,2,EQ
NEWGEN,17-Jul-2026,17-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
VMART,17-Jul-2026,17-Jul-2026,Dividend - Re 1 Per Share,10,EQ
JKLAKSHMI,17-Jul-2026,17-Jul-2026,Dividend - Rs 6.50 Per Share,5,EQ
DHANUKA,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
DBOL,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
ATUL,17-Jul-2026,17-Jul-2026,Dividend - Rs 30 Per Share,10,EQ
KOTAKBANK,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.65 Per Share,1,EQ
CUMMINSIND,17-Jul-2026,17-Jul-2026,Dividend - Rs 46 Per Share,2,EQ
3MINDIA,17-Jul-2026,17-Jul-2026,Dividend - Rs 160 Per Share/Special Dividend - Rs 346 Per Share,10,EQ
KIRLFER,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,5,EQ
BHEL,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.40 Per Share,2,EQ
BLUESTARCO,17-Jul-2026,17-Jul-2026,Dividend - Rs 8.50 Per Share,2,EQ
NH,17-Jul-2026,17-Jul-2026,Dividend - Rs 4.50 Per Share,10,EQ
683GS2039,17-Jul-2026,18-Jul-2026,Interest Payment,100,GS
BHARATSE,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,2,EQ
APOLLOPIPE,17-Jul-2026,17-Jul-2026,Dividend - Re 0.70 Per Share,10,EQ
AVADHSUGAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
BAJAJELEC,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,2,EQ
BALKRISIND,17-Jul-2026,17-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
PFIZER,17-Jul-2026,17-Jul-2026,Dividend - Rs 75 Per Share,10,EQ
HONAUT,17-Jul-2026,17-Jul-2026,Dividend - Rs 110 Per Share,10,EQ
PRUDENT,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.50 Per Share,5,EQ
PUNJABCHEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,10,EQ
RAJRATAN,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
20MICRONS,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.25 Per Share,5,EQ
MGEL,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.01 Per Share,1,EQ
CDSL,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.75 Per Share,10,EQ
WEIZMANIND,16-Jul-2026,16-Jul-2026,Dividend - Rs 0.50 Per Share,10,EQ
CRAMC,16-Jul-2026,16-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
WINDLAS,16-Jul-2026,16-Jul-2026,Dividend - Rs 6.30 Per Share,5,EQ
GRPLTD,16-Jul-2026,16-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
COROMANDEL,16-Jul-2026,16-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
ADOR,16-Jul-2026,16-Jul-2026,Dividend - Rs 23 Per Share,10,EQ
CRAFTSMAN,16-Jul-2026,16-Jul-2026,Dividend - Rs. 11.25 Per Share,5,EQ
ASPINWALL,16-Jul-2026,16-Jul-2026,Dividend - Rs 6.50 Per Share,10,EQ
ORBTEXP,15-Jul-2026,15-Jul-2026,Buy Back,10,EQ
BBL,15-Jul-2026,15-Jul-2026,Dividend - Rs 35 Per Share,5,EQ
KFINTECH,15-Jul-2026,15-Jul-2026,Dividend - Rs 12 Per Share,10,EQ
HERITGFOOD,15-Jul-2026,15-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
TCS,15-Jul-2026,15-Jul-2026,Interim Dividend - Rs 12 Per Share,1,EQ
KHAICHEM,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.05 Per Share,1,EQ
ULTRAMAR,14-Jul-2026,14-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
SPLPETRO,14-Jul-2026,14-Jul-2026,Dividend - Rs 8 Per Share,2,EQ
UTIAMC,14-Jul-2026,14-Jul-2026,Dividend - Rs 40 Per Share,10,EQ
AEROFLEX,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.40 Per Share,2,EQ
ABREL,14-Jul-2026,14-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
MODISONLTD,14-Jul-2026,14-Jul-2026,Dividend - Rs 3 Per Share,1,EQ
IMPAL,14-Jul-2026,14-Jul-2026,Dividend - Rs 23 Per Share,10,EQ
MSUMI,14-Jul-2026,14-Jul-2026,Dividend - Re 0.58 Per Share,1,EQ
PIXTRANS,14-Jul-2026,14-Jul-2026,Dividend - Rs 9 Per Share,10,EQ
HESTERBIO,14-Jul-2026,14-Jul-2026,Dividend - Rs 11 Per Share,10,EQ
MOTHERSON,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.25 Per Share,1,EQ
BIMETAL,14-Jul-2026,14-Jul-2026,Dividend - Rs 13.50 Per Share,10,EQ
M&MFIN,13-Jul-2026,13-Jul-2026,Dividend - Rs 7.50 Per Share,2,EQ
XPROINDIA,13-Jul-2026,13-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
BEPL,13-Jul-2026,13-Jul-2026,Dividend - Re 1 Per Share,1,EQ
INGERRAND,13-Jul-2026,13-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
726GS2029,13-Jul-2026,13-Jul-2026,Interest Payment,100,GS
AEGISVOPAK,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.20 Per Share,10,EQ
AXISBANK,10-Jul-2026,10-Jul-2026,Dividend - Re 1 Per Share,2,EQ
GOLDIAM,10-Jul-2026,10-Jul-2026,Bonus 1:3,2,EQ
MAHLOG,10-Jul-2026,10-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
GEOJITFSL,10-Jul-2026,10-Jul-2026,Dividend - Rs 1.50 Per Share,1,EQ
MWL,10-Jul-2026,10-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
GRINDWELL,10-Jul-2026,10-Jul-2026,Dividend - Rs 19 Per Share,5,EQ
ROSSARI,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.50 Per Share,2,EQ
AEGISLOG,10-Jul-2026,10-Jul-2026,Dividend - Rs 6.70 Per Share,1,EQ
DYCL,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.50 Per Share,10,EQ
ZFCVINDIA,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,5,EQ
VSTIND,10-Jul-2026,10-Jul-2026,Dividend - Rs 12 Per Share,10,EQ
NILKAMAL,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
JSWCEMENT,10-Jul-2026,10-Jul-2026,Dividend - Re 0.50 Per Share,10,EQ
SMARTLINK,10-Jul-2026,10-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
NIACL,10-Jul-2026,10-Jul-2026,Dividend - Rs 1.50 Per Share,5,EQ
WELSPUNLIV,10-Jul-2026,10-Jul-2026,Dividend - Re 0.10 Per Share,1,EQ
NUCLEUS,10-Jul-2026,10-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
CAMS,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
SOBHA,10-Jul-2026,10-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
JKCEMENT,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
DRREDDY,10-Jul-2026,10-Jul-2026,Dividend - Rs 8 Per Share,1,EQ
DLINKINDIA,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share/Special Dividend - Rs 7.50,2,EQ
APOLLOTYRE,10-Jul-2026,10-Jul-2026,Dividend - Rs2.50 Per Share,1,EQ
NESTLEIND,10-Jul-2026,10-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
NESTLEIND,10-Jul-2026,10-Jul-2026,Special Dividend - Rs 2 Per Share,1,EQ
BSOFT,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
BSE,10-Jul-2026,10-Jul-2026,Dividend - Rs 10 Per Share,2,EQ
ORIENTELEC,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.75 Per Share,1,EQ
CONTROLPR,10-Jul-2026,10-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
PTL,10-Jul-2026,10-Jul-2026,Dividend - Re 1 Per Sh,1,EQ
HINDALCO,10-Jul-2026,10-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
ARTEMISMED,10-Jul-2026,10-Jul-2026,Dividend - Re 0.45 Per Share,1,EQ
RPGLIFE,09-Jul-2026,09-Jul-2026,Dividend - Rs 24 Per Share,8,EQ
SFL,09-Jul-2026,09-Jul-2026,Dividend - Re 1 Per Share,5,EQ
HARSHA,09-Jul-2026,09-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
TITAN,09-Jul-2026,09-Jul-2026,Dividend - Rs 15 Per Share,1,EQ
TARACHAND,09-Jul-2026,09-Jul-2026,Dividend - Re 0.20 Per Share,2,EQ
BLISSGVS,08-Jul-2026,08-Jul-2026,Dividend - Re 1 Per Share,1,EQ
KRISHNADEF,08-Jul-2026,08-Jul-2026,Dividend - Rs 1.25 Per Share,10,EQ
UNITDSPR,08-Jul-2026,08-Jul-2026,Dividend - Rs 11 Per Share,2,EQ
MPHASIS,08-Jul-2026,08-Jul-2026,Dividend - Rs 62 Per Share,10,EQ
DODLA,07-Jul-2026,07-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
CERA,07-Jul-2026,07-Jul-2026,Dividend - Rs 75 Per Share,5,EQ
JSWSTEEL,07-Jul-2026,07-Jul-2026,Dividend - Rs 7.10 Per Share,1,EQ
TSFINV,07-Jul-2026,07-Jul-2026,Dividend - Rs 4.45 Per Share,5,EQ
SUNPHARMA,07-Jul-2026,07-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
DJML,06-Jul-2026,06-Jul-2026,Dividend - Re 0.15 Per Share,10,EQ
SUNDARMFIN,06-Jul-2026,06-Jul-2026,Dividend - Rs 24 Per Share,10,EQ
DCMSIL,06-Jul-2026,06-Jul-2026,Dividend - Re 0.40 Per Share,2,EQ
PILANIINVS,06-Jul-2026,06-Jul-2026,Dividend - Rs 9 Per Share,10,EQ
SMLMAH,03-Jul-2026,03-Jul-2026,Dividend - Rs 23.50 Per Share,10,EQ
REDINGTON,03-Jul-2026,03-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
RAYMONDREL,03-Jul-2026,03-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
UNIONBANK,03-Jul-2026,03-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
SHRIRAMFIN,03-Jul-2026,03-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
WELENT,03-Jul-2026,03-Jul-2026,Dividend - Rs 3 Per Share,10,EQ
EXIDEIND,03-Jul-2026,03-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
ESCORTS,03-Jul-2026,03-Jul-2026,Dividend - Rs 33 Per Share,10,EQ
TECHM,03-Jul-2026,03-Jul-2026,Dividend - Rs 36 Per Share,5,EQ
SKFINDUS,03-Jul-2026,03-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
SKFINDIA,03-Jul-2026,03-Jul-2026,Dividend - Rs 40 Per Share,10,EQ
THERMAX,03-Jul-2026,03-Jul-2026,Dividend - Rs 14 Per Share/Special Dividend - Rs 6 Per Share,2,EQ
ROLEXRINGS,03-Jul-2026,03-Jul-2026,Buy Back,1,EQ
GREENLAM,03-Jul-2026,03-Jul-2026,Dividend - Re 0.40 Per Share,1,EQ
TEAMLEASE,03-Jul-2026,03-Jul-2026,Buy Back,10,EQ
JSWDULUX,03-Jul-2026,03-Jul-2026,Dividend - Rs 50 Per Share,10,EQ
AKUMS,03-Jul-2026,03-Jul-2026,Dividend - Re 1 Per Share/Special Dividend - Rs 2 Per Share,2,EQ
DALMIASUG,03-Jul-2026,03-Jul-2026,Dividend - Rs 1.50 Per Share,2,EQ
M&M,03-Jul-2026,03-Jul-2026,Dividend - Rs 33 Per Share,5,EQ
MBAPL,03-Jul-2026,03-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
MAHLIFE,03-Jul-2026,03-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
SWARAJENG,03-Jul-2026,03-Jul-2026,Dividend - Rs 110 Per Share,10,EQ
DCMSRIND,03-Jul-2026,03-Jul-2026,Dividend - Re 0.40 Per Share,2,EQ
KRISHANA,03-Jul-2026,03-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
BHARATFORG,03-Jul-2026,03-Jul-2026,Dividend - Rs 6.50 Per Share,2,EQ
BFINVEST,03-Jul-2026,03-Jul-2026,Dividend - Rs 10 Per Share,5,EQ
KIRLPNU,03-Jul-2026,03-Jul-2026,Dividend - Rs 8.50 Per Share,2,EQ
MAXHEALTH,03-Jul-2026,03-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
CANFINHOME,03-Jul-2026,03-Jul-2026,Dividend - Rs 8 Per Share,2,EQ
ONWARDTEC,03-Jul-2026,03-Jul-2026,Dividend - Rs 8 Per Share,10,EQ
BALAMINES,03-Jul-2026,03-Jul-2026,Dividend - Rs 11 Per Share,2,EQ
BIOCON,03-Jul-2026,03-Jul-2026,Dividend - Re 0.50 Per Share,5,EQ
GLOSTERLTD,03-Jul-2026,03-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
GUJENERGY,02-Jul-2026,02-Jul-2026,Demerger,2,EQ
LLOYDSENT,02-Jul-2026,02-Jul-2026,Dividend - Re 0.05 Per Share,1,EQ
CHEMBOND,02-Jul-2026,02-Jul-2026,Dividend - Rs 2 Per Share,5,EQ
GANGAFORGE,02-Jul-2026,02-Jul-2026,Rights 3:2 @ Premium Re. 0.63/-,1,EQ
DSFCL,01-Jul-2026,01-Jul-2026,Dividend - Re 0.40 Per Sh,2,EQ
BAJAJFINSV,30-Jun-2026,30-Jun-2026,Dividend - Rs 1.50 Per Share,1,EQ
WELCORP,30-Jun-2026,30-Jun-2026,Dividend - Rs 5 Per Share,5,EQ
MAHSCOOTER,30-Jun-2026,30-Jun-2026,Dividend - Rs 60 Per Share,10,EQ
BAJFINANCE,30-Jun-2026,30-Jun-2026,Dividend - Rs 6 Per Share,1,EQ
BAJAJHLDNG,30-Jun-2026,30-Jun-2026,Dividend - Rs 80 Per Share & Special Dividend Rs 50 Per Share,10,EQ
PATINTLOG,30-Jun-2026,30-Jun-2026,Buy Back,10,EQ
KAJARIACER,29-Jun-2026,29-Jun-2026,Buy Back,1,EQ
RAYMONDLSL,29-Jun-2026,29-Jun-2026,Dividend - Re 1 Per Share,2,EQ
JYOTHYLAB,29-Jun-2026,29-Jun-2026,Dividend - Rs 3.50 Per Share,1,EQ
83GS2042,29-Jun-2026,29-Jun-2026,Interest Payment,100,GS
KANSAINER,29-Jun-2026,29-Jun-2026,Dividend - Rs 2.50 Per Share,1,EQ
KPIL,29-Jun-2026,29-Jun-2026,Dividend - Rs 11 Per Share,2,EQ
