symbol,ex_date,record_date,purpose,face_value,series
PERSISTENT,27-Jul-2026,27-Jul-2026,Dividend - Rs 18 Per Share,5,EQ
603GS2029,27-Jul-2026,27-Jul-2026,Interest Payment,100,GS
668GS2033,27-Jul-2026,27-Jul-2026,Interest Payment,100,GS
KCP,27-Jul-2026,27-Jul-2026,Dividend - Re 0.50 Per Share,1,EQ
DEEPAKNTR,27-Jul-2026,27-Jul-2026,Dividend - Rs 7.50 Per Share,2,EQ
DLF,27-Jul-2026,27-Jul-2026,Dividend - Rs 8 Per Share,2,EQ
CRISIL,27-Jul-2026,27-Jul-2026,Interim Dividend - Rs 10  Per Share,1,EQ
BIRLACABLE,27-Jul-2026,27-Jul-2026,Dividend - Rs 1.25 Per Share,10,EQ
ARE&M,27-Jul-2026,27-Jul-2026,Dividend - Rs 5.20 Per Share,1,EQ
UNIVCABLES,27-Jul-2026,27-Jul-2026,Dividend - Rs 4.50 Per Share,10,EQ
VINDHYATEL,27-Jul-2026,27-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
WIPRO,27-Jul-2026,27-Jul-2026,Interim Dividend - Rs 2 Per Share,2,EQ
TATACAP,27-Jul-2026,27-Jul-2026,Dividend - Re 0.57 Per Share,10,EQ
BHARTIARTL,24-Jul-2026,24-Jul-2026,Dividend - Rs 24 Per Share,5,EQ
CMPDI,24-Jul-2026,24-Jul-2026,Interim Dividend - Rs 1.05 Per Share,2,EQ
JLHL,24-Jul-2026,24-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2,EQ
CHEMBONDCH,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.25 Per Share,5,EQ
INTELLECT,24-Jul-2026,24-Jul-2026,Dividend - Rs 4 Per Share/Special Dividend - Rs 3 Per Share,5,EQ
CAPINVIT,24-Jul-2026,24-Jul-2026,Distribution - Rs 2.32 Per Unit Consist Of Rs 1.48 Per Unit As Interest/ Re 0.64 Per Unit As Dividend/ Re 0.19 Per Unit As Repayment Of Capital/ Re 0.01 Per Unit As Other Income,99,IV
BIRLACORPN,24-Jul-2026,24-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
FORTIS,24-Jul-2026,24-Jul-2026,Dividend - Re 1 Per Share,10,EQ
FIEMIND,24-Jul-2026,24-Jul-2026,Dividend - Rs 40 Per Share,10,EQ
CONCORDBIO,24-Jul-2026,24-Jul-2026,Dividend - Rs 7.55 Per Share,1,EQ
BHAGERIA,24-Jul-2026,24-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
DIVISLAB,24-Jul-2026,24-Jul-2026,Dividend - Rs 30 Per Share,2,EQ
DATAPATTNS,24-Jul-2026,24-Jul-2026,Dividend - Rs 10 Per Share,2,EQ
CROMPTON,24-Jul-2026,24-Jul-2026,Dividend - Rs 3 Per Share,2,EQ
KIRLOSBROS,24-Jul-2026,24-Jul-2026,Dividend - Rs 7 Per Sh,2,EQ
KARURVYSYA,24-Jul-2026,24-Jul-2026,Dividend - Rs 2.60 Per Share,2,EQ
NOCIL,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
PDSL,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.65 Per Share,2,EQ
JUBLINGREA,24-Jul-2026,24-Jul-2026,Dividend - Rs 2.50 Per Share,1,EQ
HEROMOTOCO,24-Jul-2026,24-Jul-2026,Dividend - Rs 75 Per Share,2,EQ
NITTAGELA,24-Jul-2026,24-Jul-2026,Dividend - Rs 7 Per Share,10,EQ
ORIENTBELL,24-Jul-2026,24-Jul-2026,Dividend - Re 1 Per Share,10,EQ
VOLTAMP,24-Jul-2026,24-Jul-2026,Dividend - Rs 100 Per Share,10,EQ
JUBLPHARMA,24-Jul-2026,24-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
SWELECTES,24-Jul-2026,24-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
STEELCAS,24-Jul-2026,24-Jul-2026,Dividend - Re 0.54 Per Share,1,EQ
SIYSIL,24-Jul-2026,25-Jul-2026,Dividend - Rs 5 Per Share,2,EQ
SILINV,24-Jul-2026,24-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
SHYAMMETL,24-Jul-2026,24-Jul-2026,Interim Dividend - Rs 1.80 Per Share,10,EQ
NAUKRI,24-Jul-2026,24-Jul-2026,Dividend - Rs 3.60 Per Share,2,EQ
ZYDUSLIFE,24-Jul-2026,24-Jul-2026,Dividend - Re 1 Per Share,1,EQ
SASKEN,24-Jul-2026,24-Jul-2026,Dividend - Rs 13 Per Share,10,EQ
RISHABH,24-Jul-2026,24-Jul-2026,Dividend - Rs 2 Per Sh,10,EQ
REFEX,24-Jul-2026,24-Jul-2026,Dividend - Re 1 Per Share,2,EQ
RADICO,24-Jul-2026,24-Jul-2026,Dividend - Rs 9 Per Share,2,EQ
ADVENZYMES,24-Jul-2026,24-Jul-2026,Dividend - Rs 1.35 Per Share,2,EQ
ABBOTINDIA,24-Jul-2026,24-Jul-2026,Dividend - Rs 525 Per Share & Special Dividend Rs 131 Per Share,10,EQ
ELCIDIN,24-Jul-2026,24-Jul-2026,Dividend - Rs 25 Per Share,10,EQ
NEULANDLAB,24-Jul-2026,24-Jul-2026,Dividend - Rs 34 Per Share,10,EQ
BHAGCHEM,23-Jul-2026,23-Jul-2026,Dividend - Re 0.15  Per Share,1,EQ
DBCORP,23-Jul-2026,23-Jul-2026,Interim Dividend - Rs 5 Per Share,10,EQ
PIDILITIND,23-Jul-2026,23-Jul-2026,Dividend - Rs 11.50 Per Share,1,EQ
MWL,23-Jul-2026,23-Jul-2026,Dividend - Re 0.03 Per Share,1,EQ
ICRA,23-Jul-2026,23-Jul-2026,Dividend - Rs 70 Per Share/Special Dividend - Rs 35 Per Share,10,EQ
BANSWRAS,23-Jul-2026,23-Jul-2026,Dividend - Re 1 Per Share,5,EQ
BEPL,23-Jul-2026,23-Jul-2026,Interim Dividend - Re 1 Per Share,1,EQ
ESABINDIA,23-Jul-2026,23-Jul-2026,Dividend - Rs 25 Per Share,10,EQ
ABMKNO,23-Jul-2026,23-Jul-2026,Dividend - Rs1.25 Per Share,5,EQ
AFCONS,23-Jul-2026,23-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
PRECAM,23-Jul-2026,23-Jul-2026,Dividend - Re 1 Per Share,10,EQ
SUDEEPPHRM,23-Jul-2026,23-Jul-2026,Dividend - Rs 1.50 Per Share,1,EQ
ORIENTHOT,23-Jul-2026,23-Jul-2026,Dividend - Rs 0.65 Per Share,1,EQ
PAUSHAKLTD,23-Jul-2026,23-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
OBEROIRLTY,23-Jul-2026,23-Jul-2026,Interim Dividend - Rs 2 Per Share,10,EQ
SARLAPOLY,22-Jul-2026,22-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
COSMOFIRST,22-Jul-2026,22-Jul-2026,Dividend - Rs 4 Per Share,10,EQ
HEG,22-Jul-2026,22-Jul-2026,Dividend - Rs 3.40 Per Share,2,EQ
ABSLAMC,22-Jul-2026,22-Jul-2026,Dividend - Rs 25.50 Per Share,5,EQ
HAWKINCOOK,22-Jul-2026,22-Jul-2026,Dividend - Rs 140 Per Share,10,EQ
THANGAMAYL,22-Jul-2026,22-Jul-2026,Dividend - Rs 18 Per Share,10,EQ
RAMRAT,22-Jul-2026,22-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
MENONBE,22-Jul-2026,22-Jul-2026,Interim Dividend - Rs 2 Per Share,1,EQ
TRIVENI,22-Jul-2026,22-Jul-2026,Demerger,1,EQ
LXCHEM,21-Jul-2026,21-Jul-2026,Dividend - Rs 0.30 Per Share,2,EQ
JARO,21-Jul-2026,21-Jul-2026,Dividend - Rs 3 Per Share,10,EQ
CHOLAFIN,21-Jul-2026,21-Jul-2026,Dividend - Re 0.70 Per Share,2,EQ
ANGELONE,21-Jul-2026,21-Jul-2026,Interim Dividend - Re 1 Per Share,1,EQ
POCL,21-Jul-2026,21-Jul-2026,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share,2,EQ
PSB,21-Jul-2026,21-Jul-2026,Dividend - Re 0.39 Per Share,10,EQ
RAINBOW,21-Jul-2026,21-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
KSOLVES,21-Jul-2026,21-Jul-2026,Interim Dividend - Rs 4 Per Share,5,EQ
INDOBORAX,21-Jul-2026,21-Jul-2026,Dividend - Rs 10 Per Share/Special Dividend - Rs 30 Per Share,1,EQ
POKARNA,20-Jul-2026,20-Jul-2026,Dividend - Re 0.60 Per Share,2,EQ
CPPLUS,20-Jul-2026,20-Jul-2026,Dividend - Rs 1.64 Per Share,1,EQ
743GS2076,20-Jul-2026,20-Jul-2026,Interest Payment,100,GS
KPRMILL,20-Jul-2026,20-Jul-2026,Dividend - Rs 2.50 Per Share,1,EQ
FAIRCHEMOR,20-Jul-2026,20-Jul-2026,Dividend - Re 1 Per Share,10,EQ
NDRAUTO,20-Jul-2026,20-Jul-2026,Dividend - Rs 4 Per Share,10,EQ
NESCO,20-Jul-2026,20-Jul-2026,Dividend - Rs 7 Per Share,2,EQ
HAPPYFORGE,20-Jul-2026,20-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
SHRIPISTON,20-Jul-2026,20-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
NELCAST,20-Jul-2026,20-Jul-2026,Dividend - Re 0.70 Per Share,2,EQ
GRAPHITE,20-Jul-2026,20-Jul-2026,Dividend - Rs 7 Per Share,2,EQ
HONAUT,17-Jul-2026,17-Jul-2026,Dividend - Rs 110 Per Share,10,EQ
3MINDIA,17-Jul-2026,17-Jul-2026,Dividend - Rs 160 Per Share/Special Dividend - Rs 346 Per Share,10,EQ
MRF,17-Jul-2026,17-Jul-2026,Dividend - Rs 229 Per Share,10,EQ
APOLLOPIPE,17-Jul-2026,17-Jul-2026,Dividend - Re 0.70 Per Share,10,EQ
HCLTECH,17-Jul-2026,17-Jul-2026,Interim Dividend - Rs 12 Per Share,2,EQ
ATUL,17-Jul-2026,17-Jul-2026,Dividend - Rs 30 Per Share,10,EQ
BALKRISIND,17-Jul-2026,17-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
AVADHSUGAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
BAJAJELEC,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,2,EQ
NEWGEN,17-Jul-2026,17-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
NH,17-Jul-2026,17-Jul-2026,Dividend - Rs 4.50 Per Share,10,EQ
LMW,17-Jul-2026,17-Jul-2026,Dividend - Rs 35 Per Share,10,EQ
JKLAKSHMI,17-Jul-2026,17-Jul-2026,Dividend - Rs 6.50 Per Share,5,EQ
20MICRONS,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.25 Per Share,5,EQ
ELGIEQUIP,17-Jul-2026,17-Jul-2026,Dividend - Rs 2.70 Per Share,1,EQ
CDSL,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.75 Per Share,10,EQ
BLUESTARCO,17-Jul-2026,17-Jul-2026,Dividend - Rs 8.50 Per Share,2,EQ
INDIANHUME,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share/Special Dividend - Rs 3 Per Share,2,EQ
BIKAJI,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.25 Per Share,1,EQ
BHEL,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.40 Per Share,2,EQ
BHARATSE,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,2,EQ
DHANUKA,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
DBOL,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
KOTAKBANK,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.65 Per Share,1,EQ
DABUR,17-Jul-2026,17-Jul-2026,Dividend - Rs 5.50 Per Share,1,EQ
CUMMINSIND,17-Jul-2026,17-Jul-2026,Dividend - Rs 46 Per Share,2,EQ
KIRLFER,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,5,EQ
683GS2039,17-Jul-2026,18-Jul-2026,Interest Payment,100,GS
JUBLFOOD,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.20 Per Share,2,EQ
GLOBAL,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.50 Per Share,2,EQ
GCSL,17-Jul-2026,17-Jul-2026,Dividend - Re 0.70 Per Share,10,EQ
WENDT,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
LUPIN,17-Jul-2026,17-Jul-2026,Dividend - Rs 18 Per Share,2,EQ
TCI,17-Jul-2026,17-Jul-2026,Dividend - Re 1 Per Share,2,EQ
PFIZER,17-Jul-2026,17-Jul-2026,Dividend - Rs 75 Per Share,10,EQ
SYMPHONY,17-Jul-2026,17-Jul-2026,Dividend - Rs 5 Per Share,2,EQ
SURYODAY,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
SUNDRMBRAK,17-Jul-2026,17-Jul-2026,Dividend - Re 0.65 Per Share,10,EQ
SUMICHEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 1.30 Per Share,10,EQ
SONATSOFTW,17-Jul-2026,17-Jul-2026,Dividend - Rs 4.15 Per Share,1,EQ
SOMATEX,17-Jul-2026,17-Jul-2026,Dividend - Re 0.50  Per Share,10,EQ
SHANTIGEAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
ZYDUSWELL,17-Jul-2026,17-Jul-2026,Dividend - Re 1.20 Per Share,2,EQ
ZENSARTECH,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.60 Per Share,2,EQ
SHREECEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 70 Per Share,10,EQ
WABAG,17-Jul-2026,17-Jul-2026,Dividend - Rs 5 Per Sh,2,EQ
RAJRATAN,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
MAGADSUGAR,17-Jul-2026,17-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
VMART,17-Jul-2026,17-Jul-2026,Dividend - Re 1 Per Share,10,EQ
MGEL,17-Jul-2026,17-Jul-2026,Dividend - Rs 0.01 Per Share,1,EQ
PRUDENT,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.50 Per Share,5,EQ
PUNJABCHEM,17-Jul-2026,17-Jul-2026,Dividend - Rs 3 Per Share,10,EQ
HAPPSTMNDS,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.65 Per Share,2,EQ
TTKHLTCARE,17-Jul-2026,17-Jul-2026,Dividend - Rs 10 Per Share,10,EQ
UNIENTER,17-Jul-2026,17-Jul-2026,Dividend - Rs 3.50 Per Share,2,EQ
UPL,17-Jul-2026,17-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
SAFARI,17-Jul-2026,17-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
VEEDOL,17-Jul-2026,17-Jul-2026,Dividend - Rs 22 Per Share,2,EQ
ASPINWALL,16-Jul-2026,16-Jul-2026,Dividend - Rs 6.50 Per Share,10,EQ
WEIZMANIND,16-Jul-2026,16-Jul-2026,Dividend - Rs 0.50 Per Share,10,EQ
GRPLTD,16-Jul-2026,16-Jul-2026,Dividend - Rs 3.50 Per Share,10,EQ
ADOR,16-Jul-2026,16-Jul-2026,Dividend - Rs 23 Per Share,10,EQ
WINDLAS,16-Jul-2026,16-Jul-2026,Dividend - Rs 6.30 Per Share,5,EQ
CRAMC,16-Jul-2026,16-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
CRAFTSMAN,16-Jul-2026,16-Jul-2026,Dividend - Rs. 11.25 Per Share,5,EQ
COROMANDEL,16-Jul-2026,16-Jul-2026,Dividend - Rs 2 Per Share,1,EQ
TCS,15-Jul-2026,15-Jul-2026,Interim Dividend - Rs 12 Per Share,1,EQ
KFINTECH,15-Jul-2026,15-Jul-2026,Dividend - Rs 12 Per Share,10,EQ
HERITGFOOD,15-Jul-2026,15-Jul-2026,Dividend - Rs 2.50 Per Share,5,EQ
BBL,15-Jul-2026,15-Jul-2026,Dividend - Rs 35 Per Share,5,EQ
ORBTEXP,15-Jul-2026,15-Jul-2026,Buy Back,10,EQ
IMPAL,14-Jul-2026,14-Jul-2026,Dividend - Rs 23 Per Share,10,EQ
AEROFLEX,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.40 Per Share,2,EQ
SPLPETRO,14-Jul-2026,14-Jul-2026,Dividend - Rs 8 Per Share,2,EQ
UTIAMC,14-Jul-2026,14-Jul-2026,Dividend - Rs 40 Per Share,10,EQ
ULTRAMAR,14-Jul-2026,14-Jul-2026,Dividend - Rs 6 Per Share,2,EQ
MOTHERSON,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.25 Per Share,1,EQ
MODISONLTD,14-Jul-2026,14-Jul-2026,Dividend - Rs 3 Per Share,1,EQ
PIXTRANS,14-Jul-2026,14-Jul-2026,Dividend - Rs 9 Per Share,10,EQ
ABREL,14-Jul-2026,14-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
HESTERBIO,14-Jul-2026,14-Jul-2026,Dividend - Rs 11 Per Share,10,EQ
MSUMI,14-Jul-2026,14-Jul-2026,Dividend - Re 0.58 Per Share,1,EQ
BIMETAL,14-Jul-2026,14-Jul-2026,Dividend - Rs 13.50 Per Share,10,EQ
KHAICHEM,14-Jul-2026,14-Jul-2026,Dividend - Rs 0.05 Per Share,1,EQ
XPROINDIA,13-Jul-2026,13-Jul-2026,Dividend - Rs 2 Per Share,10,EQ
726GS2029,13-Jul-2026,13-Jul-2026,Interest Payment,100,GS
INGERRAND,13-Jul-2026,13-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
M&MFIN,13-Jul-2026,13-Jul-2026,Dividend - Rs 7.50 Per Share,2,EQ
BEPL,13-Jul-2026,13-Jul-2026,Dividend - Re 1 Per Share,1,EQ
APOLLOTYRE,10-Jul-2026,10-Jul-2026,Dividend - Rs2.50 Per Share,1,EQ
NESTLEIND,10-Jul-2026,10-Jul-2026,Special Dividend - Rs 2 Per Share,1,EQ
NESTLEIND,10-Jul-2026,10-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
AXISBANK,10-Jul-2026,10-Jul-2026,Dividend - Re 1 Per Share,2,EQ
MWL,10-Jul-2026,10-Jul-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,1,EQ
ARTEMISMED,10-Jul-2026,10-Jul-2026,Dividend - Re 0.45 Per Share,1,EQ
NUCLEUS,10-Jul-2026,10-Jul-2026,Dividend - Rs 12.50 Per Share,10,EQ
HINDALCO,10-Jul-2026,10-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
NILKAMAL,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
JSWCEMENT,10-Jul-2026,10-Jul-2026,Dividend - Re 0.50 Per Share,10,EQ
JKCEMENT,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share,10,EQ
CAMS,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
CONTROLPR,10-Jul-2026,10-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
BSOFT,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,2,EQ
BSE,10-Jul-2026,10-Jul-2026,Dividend - Rs 10 Per Share,2,EQ
ORIENTELEC,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.75 Per Share,1,EQ
NIACL,10-Jul-2026,10-Jul-2026,Dividend - Rs 1.50 Per Share,5,EQ
ZFCVINDIA,10-Jul-2026,10-Jul-2026,Dividend - Rs 4 Per Share,5,EQ
GEOJITFSL,10-Jul-2026,10-Jul-2026,Dividend - Rs 1.50 Per Share,1,EQ
VSTIND,10-Jul-2026,10-Jul-2026,Dividend - Rs 12 Per Share,10,EQ
MAHLOG,10-Jul-2026,10-Jul-2026,Dividend - Rs 2.50 Per Share,10,EQ
DLINKINDIA,10-Jul-2026,10-Jul-2026,Dividend - Rs 20 Per Share/Special Dividend - Rs 7.50,2,EQ
SMARTLINK,10-Jul-2026,10-Jul-2026,Dividend - Rs 2 Per Share,2,EQ
DYCL,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.50 Per Share,10,EQ
DRREDDY,10-Jul-2026,10-Jul-2026,Dividend - Rs 8 Per Share,1,EQ
WELSPUNLIV,10-Jul-2026,10-Jul-2026,Dividend - Re 0.10 Per Share,1,EQ
SOBHA,10-Jul-2026,10-Jul-2026,Dividend - Rs 6 Per Share,10,EQ
ROSSARI,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.50 Per Share,2,EQ
PTL,10-Jul-2026,10-Jul-2026,Dividend - Re 1 Per Sh,1,EQ
GRINDWELL,10-Jul-2026,10-Jul-2026,Dividend - Rs 19 Per Share,5,EQ
AEGISVOPAK,10-Jul-2026,10-Jul-2026,Dividend - Rs 0.20 Per Share,10,EQ
GOLDIAM,10-Jul-2026,10-Jul-2026,Bonus 1:3,2,EQ
AEGISLOG,10-Jul-2026,10-Jul-2026,Dividend - Rs 6.70 Per Share,1,EQ
HARSHA,09-Jul-2026,09-Jul-2026,Dividend - Rs 1.50 Per Share,10,EQ
TITAN,09-Jul-2026,09-Jul-2026,Dividend - Rs 15 Per Share,1,EQ
TARACHAND,09-Jul-2026,09-Jul-2026,Dividend - Re 0.20 Per Share,2,EQ
SFL,09-Jul-2026,09-Jul-2026,Dividend - Re 1 Per Share,5,EQ
RPGLIFE,09-Jul-2026,09-Jul-2026,Dividend - Rs 24 Per Share,8,EQ
BLISSGVS,08-Jul-2026,08-Jul-2026,Dividend - Re 1 Per Share,1,EQ
MPHASIS,08-Jul-2026,08-Jul-2026,Dividend - Rs 62 Per Share,10,EQ
UNITDSPR,08-Jul-2026,08-Jul-2026,Dividend - Rs 11 Per Share,2,EQ
KRISHNADEF,08-Jul-2026,08-Jul-2026,Dividend - Rs 1.25 Per Share,10,EQ
JSWSTEEL,07-Jul-2026,07-Jul-2026,Dividend - Rs 7.10 Per Share,1,EQ
SUNPHARMA,07-Jul-2026,07-Jul-2026,Dividend - Rs 5 Per Share,1,EQ
DODLA,07-Jul-2026,07-Jul-2026,Dividend - Rs 5 Per Share,10,EQ
CERA,07-Jul-2026,07-Jul-2026,Dividend - Rs 75 Per Share,5,EQ
